"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr1-8731321-8731744",0.00436766003289901,0.555211858688942,0.15,0.01,1,"FCGR3A+ Mono","chr1-8731321-8731744"
"chr20-12033914-12034443",0.00437544035928513,0.562304006326778,0.15,0.016,1,"FCGR3A+ Mono","chr20-12033914-12034443"
"chr15-89921085-89922704",0.00438031322408689,0.526454563025202,0.25,0.04,1,"FCGR3A+ Mono","chr15-89921085-89922704"
"chr3-32618954-32619870",0.00439031311337848,0.560653499549079,0.3,0.052,1,"FCGR3A+ Mono","chr3-32618954-32619870"
"chr12-109870520-109871076",0.0044016864715425,0.548710134375715,0.15,0.016,1,"FCGR3A+ Mono","chr12-109870520-109871076"
"chr3-190963625-190964573",0.00444981313450134,0.531295642926869,0.35,0.072,1,"FCGR3A+ Mono","chr3-190963625-190964573"
"chr1-45163791-45164287",0.00448175100966167,0.556001829599851,0.15,0.013,1,"FCGR3A+ Mono","chr1-45163791-45164287"
"chr4-1124086-1124966",0.00448335862965354,0.523308385317351,0.3,0.064,1,"FCGR3A+ Mono","chr4-1124086-1124966"
"chr15-52129898-52130433",0.00448422579103708,0.55228491080134,0.15,0.015,1,"FCGR3A+ Mono","chr15-52129898-52130433"
"chr20-45962757-45963141",0.0045030303975938,0.55395139697077,0.15,0.011,1,"FCGR3A+ Mono","chr20-45962757-45963141"
"chr3-188135038-188135922",0.00450970128686768,0.572122832983093,0.2,0.021,1,"FCGR3A+ Mono","chr3-188135038-188135922"
"chr2-10490861-104914881",0.00450986116473689,0.562603177785367,0.2,0.029,1,"FCGR3A+ Mono","chr2-10490861-10491488"
"chr9-27338062-27338531",0.00451085793817327,0.560859130964686,0.15,0.014,1,"FCGR3A+ Mono","chr9-27338062-27338531"
"chr4-36304942-36305672",0.0045578945665773,0.552504792901088,0.2,0.035,1,"FCGR3A+ Mono","chr4-36304942-36305672"
"chr12-53261298-53261875",0.00456012567015984,0.553721467992173,0.2,0.028,1,"FCGR3A+ Mono","chr12-53261298-53261875"
"chr10-126396103-126396521",0.00456206782902579,0.554576116443972,0.15,0.011,1,"FCGR3A+ Mono","chr10-126396103-126396521"
"chr3-101684843-101685510",0.00457960258770014,0.549550819913408,0.2,0.026,1,"FCGR3A+ Mono","chr3-101684843-101685510"
"chr6-34318581-34318728",0.00458877774898262,0.530145565256557,0.1,0.004,1,"FCGR3A+ Mono","chr6-34318581-34318728"
"chr19-14894385-14894784",0.00461509887032522,0.562598002402622,0.15,0.012,1,"FCGR3A+ Mono","chr19-14894385-14894784"
"chr17-15861831-15863094",0.00462675043419212,0.51643583832481,0.35,0.082,1,"FCGR3A+ Mono","chr17-15861831-15863094"
"chr5-159448597-159449271",0.00463682844593124,0.542381156430862,0.2,0.025,1,"FCGR3A+ Mono","chr5-159448597-159449271"
"chr17-38489972-38491845",0.00474748854617621,0.517109311592768,0.35,0.087,1,"FCGR3A+ Mono","chr17-38489972-38491845"
"chr10-73093011-73093734",0.00474865378994902,0.568394154367783,0.2,0.026,1,"FCGR3A+ Mono","chr10-73093011-73093734"
"chr6-109654006-109654228",0.00474965961265931,0.533766609210015,0.1,0.007,1,"FCGR3A+ Mono","chr6-109654006-109654228"
"chr9-120486176-120486878",0.00474993340977893,0.560852403124776,0.15,0.021,1,"FCGR3A+ Mono","chr9-120486176-120486878"
"chr7-66185577-66185870",0.00475548012052826,0.543428615996844,0.15,0.011,1,"FCGR3A+ Mono","chr7-66185577-66185870"
"chr5-60644041-60644736",0.00477267350280213,0.546593991326875,0.15,0.012,1,"FCGR3A+ Mono","chr5-60644041-60644736"
"chr4-89022293-89022755",0.00479131693707175,0.554525368861107,0.15,0.014,1,"FCGR3A+ Mono","chr4-89022293-89022755"
"chr19-55182330-55182845",0.00479934581935635,0.567257040745805,0.15,0.013,1,"FCGR3A+ Mono","chr19-55182330-55182845"
"chr7-25137949-25138461",0.00480329858846493,0.541674739585326,0.2,0.025,1,"FCGR3A+ Mono","chr7-25137949-25138461"
"chr9-77172431-77172907",0.004808412167632,0.55511473455405,0.15,0.016,1,"FCGR3A+ Mono","chr9-77172431-77172907"
"chr17-40358293-40358657",0.00481655894903406,0.568725980269144,0.15,0.011,1,"FCGR3A+ Mono","chr17-40358293-40358657"
"chr5-75877930-75878528",0.0048274485814689,0.54586018754263,0.25,0.041,1,"FCGR3A+ Mono","chr5-75877930-75878528"
"chrX-2511271-2511948",0.00483068593090016,0.551124955072868,0.2,0.027,1,"FCGR3A+ Mono","chrX-2511271-2511948"
"chr14-32239522-32239731",0.0048533734348823,0.53614655956867,0.1,0.006,1,"FCGR3A+ Mono","chr14-32239522-32239731"
"chr3-71954430-71955078",0.00486973820952309,0.539408488851056,0.3,0.056,1,"FCGR3A+ Mono","chr3-71954430-71955078"
"chr15-90701033-90701865",0.00487291898365304,0.518798452191518,0.3,0.071,1,"FCGR3A+ Mono","chr15-90701033-90701865"
"chr16-2843796-2844944",0.00487779284882606,0.552843472721656,0.25,0.037,1,"FCGR3A+ Mono","chr16-2843796-2844944"
"chr8-41561289-41561636",0.00487985554406559,0.514301001307017,0.1,0.004,1,"FCGR3A+ Mono","chr8-41561289-41561636"
"chr7-28128754-28128878",0.0049052670449015,0.519954965572734,0.1,0.003,1,"FCGR3A+ Mono","chr7-28128754-28128878"
"chr3-46283608-46284049",0.00491351198435463,0.551134052432094,0.15,0.012,1,"FCGR3A+ Mono","chr3-46283608-46284049"
"chr13-97729060-97729931",0.00491928945655533,0.554621857301644,0.2,0.03,1,"FCGR3A+ Mono","chr13-97729060-97729931"
"chr7-133119042-133119378",0.00492283138634924,0.522503477269617,0.1,0.005,1,"FCGR3A+ Mono","chr7-133119042-133119378"
"chrX-1327114-1327829",0.00493549489042028,0.551484633159028,0.2,0.036,1,"FCGR3A+ Mono","chrX-1327114-1327829"
"chr17-55976591-55977650",0.00493887404226125,0.565910712899801,0.2,0.034,1,"FCGR3A+ Mono","chr17-55976591-55977650"
"chr19-7709952-7711246",0.00493891302167738,0.53625598401741,0.3,0.056,1,"FCGR3A+ Mono","chr19-7709952-7711246"
"chr10-23031570-23032123",0.00495690147787139,0.560634016172782,0.2,0.031,1,"FCGR3A+ Mono","chr10-23031570-23032123"
"chr10-64300045-64300534",0.00496086664693455,0.551085677922647,0.15,0.016,1,"FCGR3A+ Mono","chr10-64300045-64300534"
"chr3-171695599-171696209",0.0049720908734572,0.548041458187335,0.25,0.04,1,"FCGR3A+ Mono","chr3-171695599-171696209"
"chr19-14134262-14134787",0.00497298319441402,0.556354165017931,0.2,0.026,1,"FCGR3A+ Mono","chr19-14134262-14134787"
"chr8-98610319-98611042",0.00497508278300876,0.550428486496996,0.25,0.047,1,"FCGR3A+ Mono","chr8-98610319-98611042"
"chr20-61391216-61391646",0.00497651528040207,0.550987200760664,0.15,0.011,1,"FCGR3A+ Mono","chr20-61391216-61391646"
"chr5-111116959-111117171",0.00498317596713694,0.524169232105169,0.1,0.008,1,"FCGR3A+ Mono","chr5-111116959-111117171"
"chr18-72146079-72147297",0.00498392607278607,0.550907302990331,0.25,0.04,1,"FCGR3A+ Mono","chr18-72146079-72147297"
"chr9-15374371-15374567",0.00499116339655579,0.503757525801249,0.1,0.003,1,"FCGR3A+ Mono","chr9-15374371-15374567"
"chr17-43279186-43279943",0.0049957227909436,0.542950361650409,0.3,0.048,1,"FCGR3A+ Mono","chr17-43279186-43279943"
"chr3-71445348-71446587",0.00500945650219919,0.547092909320884,0.15,0.017,1,"FCGR3A+ Mono","chr3-71445348-71446587"
"chr12-69265753-69266209",0.00501678960324924,0.558255653383621,0.15,0.013,1,"FCGR3A+ Mono","chr12-69265753-69266209"
"chr2-153492101-153492612",0.00505553109533436,0.523538321229216,0.15,0.018,1,"FCGR3A+ Mono","chr2-153492101-153492612"
"chr10-64966387-64967494",0.00507020212882611,0.541420402441386,0.2,0.032,1,"FCGR3A+ Mono","chr10-64966387-64967494"
"chr10-90324845-90325191",0.00509585112570577,0.513969670332309,0.1,0.005,1,"FCGR3A+ Mono","chr10-90324845-90325191"
"chr14-105202501-105202998",0.00510402958212876,0.551718370232677,0.15,0.011,1,"FCGR3A+ Mono","chr14-105202501-105202998"
"chr14-69148993-69150324",0.00510970771731258,0.517200667438113,0.35,0.082,1,"FCGR3A+ Mono","chr14-69148993-69150324"
"chr1-117352991-117353411",0.00513159542130832,0.514292452688004,0.1,0.005,1,"FCGR3A+ Mono","chr1-117352991-117353411"
"chr2-69791830-69793079",0.00513212515683626,0.524620498925926,0.2,0.034,1,"FCGR3A+ Mono","chr2-69791830-69793079"
"chr2-220468424-220468988",0.00515487774581812,0.545841193929894,0.2,0.029,1,"FCGR3A+ Mono","chr2-220468424-220468988"
"chr5-145068644-145069286",0.00515859231130937,0.549513249543315,0.25,0.041,1,"FCGR3A+ Mono","chr5-145068644-145069286"
"chr16-89623600-89624470",0.00517801788577311,0.533179916435069,0.2,0.039,1,"FCGR3A+ Mono","chr16-89623600-89624470"
"chr3-124704362-124704424",0.00518843549642381,0.513318571912197,0.1,0.004,1,"FCGR3A+ Mono","chr3-124704362-124704424"
"chr12-1692504-1693093",0.00519978253725163,0.536636808992502,0.25,0.042,1,"FCGR3A+ Mono","chr12-1692504-1693093"
"chr7-32678353-32678813",0.0052106494076959,0.560013746736836,0.15,0.014,1,"FCGR3A+ Mono","chr7-32678353-32678813"
"chr2-158354077-158354596",0.00525702580229217,0.542918998890886,0.15,0.019,1,"FCGR3A+ Mono","chr2-158354077-158354596"
"chr1-236041555-236042122",0.00525846095441073,0.556389816687532,0.2,0.023,1,"FCGR3A+ Mono","chr1-236041555-236042122"
"chr16-71952899-71953360",0.00526346643567682,0.552421622798374,0.15,0.015,1,"FCGR3A+ Mono","chr16-71952899-71953360"
"chr1-42255248-42255738",0.00529208604223985,0.558766809397971,0.15,0.019,1,"FCGR3A+ Mono","chr1-42255248-42255738"
"chr15-63575263-63575770",0.00529695165847098,0.551016281513414,0.2,0.031,1,"FCGR3A+ Mono","chr15-63575263-63575770"
"chr10-35812587-35813031",0.00532805166432261,0.536860857598278,0.15,0.013,1,"FCGR3A+ Mono","chr10-35812587-35813031"
"chr7-20238849-20241438",0.00535344775260707,0.514879628682716,0.4,0.089,1,"FCGR3A+ Mono","chr7-20238849-20241438"
"chr8-56795969-56797114",0.00536141141216374,0.514080832589281,0.35,0.087,1,"FCGR3A+ Mono","chr8-56795969-56797114"
"chr1-172594424-1725950571",0.00536461325936557,0.535843200907248,0.15,0.013,1,"FCGR3A+ Mono","chr1-172594424-172595057"
"chr4-156596917-156597688",0.00536854613670644,0.554781685601929,0.25,0.039,1,"FCGR3A+ Mono","chr4-156596917-156597688"
"chr2-68652379-68653004",0.00538654387518882,0.543209377394044,0.15,0.012,1,"FCGR3A+ Mono","chr2-68652379-68653004"
"chr20-35330369-35330661",0.00539850645343586,0.531899193026,0.15,0.011,1,"FCGR3A+ Mono","chr20-35330369-35330661"
"chr18-61107986-61108653",0.0054045302915476,0.544819441724605,0.25,0.048,1,"FCGR3A+ Mono","chr18-61107986-61108653"
"chr1-200908034-200908520",0.00543085757154601,0.548902491667576,0.15,0.014,1,"FCGR3A+ Mono","chr1-200908034-200908520"
"chr17-43373004-43374141",0.00545093506416283,0.519916117980879,0.35,0.073,1,"FCGR3A+ Mono","chr17-43373004-43374141"
"chr2-105465992-105466410",0.0054515864815924,0.540180880984144,0.15,0.013,1,"FCGR3A+ Mono","chr2-105465992-105466410"
"chr12-120564094-120564986",0.00546770466165888,0.530223975239048,0.3,0.063,1,"FCGR3A+ Mono","chr12-120564094-120564986"
"chr2-148446824-148447854",0.00547168951223469,0.51870730045564,0.35,0.078,1,"FCGR3A+ Mono","chr2-148446824-148447854"
"chr1-226904661-226905635",0.00548510448077332,0.525331952217418,0.35,0.066,1,"FCGR3A+ Mono","chr1-226904661-226905635"
"chr13-80747229-80747804",0.00548570025140368,0.539548437476987,0.2,0.035,1,"FCGR3A+ Mono","chr13-80747229-80747804"
"chr10-72092903-72093046",0.00549278834203207,0.503556385682344,0.1,0.003,1,"FCGR3A+ Mono","chr10-72092903-72093046"
"chr21-34579142-34580166",0.00551483977339548,0.542677755859887,0.25,0.036,1,"FCGR3A+ Mono","chr21-34579142-34580166"
"chr7-140017328-140017910",0.00551715260658952,0.540978655549877,0.2,0.031,1,"FCGR3A+ Mono","chr7-140017328-140017910"
"chr9-86222624-86222887",0.00552051084144949,0.522144825033449,0.1,0.006,1,"FCGR3A+ Mono","chr9-86222624-86222887"
"chr16-21663741-21665190",0.00552599970387369,0.526072682271034,0.3,0.056,1,"FCGR3A+ Mono","chr16-21663741-21665190"
"chr11-65129660-65130642",0.00553233236089987,0.524840762426953,0.35,0.072,1,"FCGR3A+ Mono","chr11-65129660-65130642"
"chr2-200336089-200336575",0.00555045044414729,0.546482511981192,0.15,0.016,1,"FCGR3A+ Mono","chr2-200336089-200336575"
"chr7-87951346-87951960",0.0055766942681782,0.533009182930903,0.25,0.047,1,"FCGR3A+ Mono","chr7-87951346-87951960"
"chr8-103380333-103380736",0.00558301902059774,0.538449599366528,0.15,0.013,1,"FCGR3A+ Mono","chr8-103380333-103380736"
"chr9-37992971-37993455",0.00561116979120826,0.541185815474678,0.15,0.014,1,"FCGR3A+ Mono","chr9-37992971-37993455"
"chr1-212856063-212857236",0.00561881201724057,0.508995607922953,0.35,0.092,1,"FCGR3A+ Mono","chr1-212856063-212857236"
"chr10-114886266-114886818",0.00563194163213441,0.550644609329126,0.2,0.031,1,"FCGR3A+ Mono","chr10-114886266-114886818"
"chr22-47194229-47195028",0.00563778450835695,0.529833398032185,0.2,0.034,1,"FCGR3A+ Mono","chr22-47194229-47195028"
"chr20-42605119-42605567",0.00564062376533326,0.547604350563817,0.15,0.013,1,"FCGR3A+ Mono","chr20-42605119-42605567"
"chr5-78851968-78852450",0.00564415187948612,0.518564868611552,0.15,0.014,1,"FCGR3A+ Mono","chr5-78851968-78852450"
"chr21-17108216-17108686",0.0056496725980319,0.54484204288782,0.15,0.011,1,"FCGR3A+ Mono","chr21-17108216-17108686"
"chr1-108673381-108673888",0.00565105453541088,0.540367781842178,0.2,0.021,1,"FCGR3A+ Mono","chr1-108673381-108673888"
"chr6-144980224-144981232",0.00565317410163133,0.541520142493904,0.25,0.04,1,"FCGR3A+ Mono","chr6-144980224-144981232"
"chr9-139260068-139260718",0.0056562765985522,0.544967282064008,0.15,0.017,1,"FCGR3A+ Mono","chr9-139260068-139260718"
"chr8-106331233-106332058",0.00569312990890145,0.542507997686154,0.2,0.026,1,"FCGR3A+ Mono","chr8-106331233-106332058"
"chr17-57243209-57243725",0.00569958216839824,0.543005056910292,0.15,0.018,1,"FCGR3A+ Mono","chr17-57243209-57243725"
"chr5-94597014-94597901",0.00572052141759305,0.503163221790794,0.35,0.101,1,"FCGR3A+ Mono","chr5-94597014-94597901"
"chr3-171093525-171094460",0.0057242235999476,0.539789810420177,0.25,0.05,1,"FCGR3A+ Mono","chr3-171093525-171094460"
"chr1-88292254-88292787",0.00572800811111047,0.542898180775413,0.2,0.022,1,"FCGR3A+ Mono","chr1-88292254-88292787"
"chr12-109297054-109297910",0.00573501537203578,0.550281161722392,0.25,0.037,1,"FCGR3A+ Mono","chr12-109297054-109297910"
"chr7-158488529-158489288",0.00573906801982769,0.525162110651027,0.3,0.061,1,"FCGR3A+ Mono","chr7-158488529-158489288"
"chr11-69526804-69527409",0.00576022585968267,0.544394009508831,0.15,0.015,1,"FCGR3A+ Mono","chr11-69526804-69527409"
"chr10-114846985-114847622",0.00576444781537765,0.541921717000269,0.2,0.027,1,"FCGR3A+ Mono","chr10-114846985-114847622"
"chr2-174762732-174763512",0.00576481493150135,0.54108469275891,0.2,0.028,1,"FCGR3A+ Mono","chr2-174762732-174763512"
"chr17-77054178-77055286",0.00578164286975505,0.548302732827731,0.2,0.024,1,"FCGR3A+ Mono","chr17-77054178-77055286"
"chr12-94241129-94243094",0.00578195467478851,0.504350867551525,0.4,0.094,1,"FCGR3A+ Mono","chr12-94241129-94243094"
"chr4-41516715-41517416",0.00580479237786741,0.537200898527414,0.2,0.027,1,"FCGR3A+ Mono","chr4-41516715-41517416"
"chr6-36461541-36462149",0.00580962982349057,0.541844790441367,0.2,0.035,1,"FCGR3A+ Mono","chr6-36461541-36462149"
"chr12-6988991-6989175",0.00581168979324381,0.509848282341013,0.1,0.004,1,"FCGR3A+ Mono","chr12-6988991-6989175"
"chr7-44936926-44938011",0.00581967139475761,0.555326910719015,0.15,0.011,1,"FCGR3A+ Mono","chr7-44936926-44938011"
"chr2-102607787-102608607",0.00583361648225559,0.527280407948651,0.3,0.052,1,"FCGR3A+ Mono","chr2-102607787-102608607"
"chr2-40738833-40739239",0.00584906245867756,0.552795656825032,0.15,0.013,1,"FCGR3A+ Mono","chr2-40738833-40739239"
"chr11-2212129-2212883",0.00584983754632492,0.546008213804207,0.2,0.032,1,"FCGR3A+ Mono","chr11-2212129-2212883"
"chr19-17216342-17216828",0.0058656374192197,0.557646288210444,0.15,0.017,1,"FCGR3A+ Mono","chr19-17216342-17216828"
"chr1-43201848-43202144",0.00587290223256047,0.510952360969521,0.1,0.005,1,"FCGR3A+ Mono","chr1-43201848-43202144"
"chr3-133167135-1331679781",0.0058755287561739,0.542439811689406,0.25,0.036,1,"FCGR3A+ Mono","chr3-133167135-133167978"
"chr1-202452600-202453567",0.00587680989480112,0.534013337236623,0.15,0.017,1,"FCGR3A+ Mono","chr1-202452600-202453567"
"chr1-63265949-63267070",0.00589482488037752,0.525397572258282,0.35,0.069,1,"FCGR3A+ Mono","chr1-63265949-63267070"
"chr15-31697608-31698131",0.00589825991014709,0.544260340477906,0.15,0.017,1,"FCGR3A+ Mono","chr15-31697608-31698131"
"chr8-28645208-28645691",0.0059079763282953,0.524871137043528,0.15,0.019,1,"FCGR3A+ Mono","chr8-28645208-28645691"
"chr21-25465444-25465665",0.00592709910092944,0.517711250120916,0.1,0.005,1,"FCGR3A+ Mono","chr21-25465444-25465665"
"chr2-174819753-174820066",0.00597233103962662,0.517090229371542,0.1,0.006,1,"FCGR3A+ Mono","chr2-174819753-174820066"
"chr10-91144247-91145154",0.00600366556656302,0.545710003611878,0.25,0.036,1,"FCGR3A+ Mono","chr10-91144247-91145154"
"chr6-142699325-142700038",0.00604114883361474,0.556630582292497,0.2,0.024,1,"FCGR3A+ Mono","chr6-142699325-142700038"
"chr2-240146883-240147586",0.00604812698889873,0.550397798950218,0.25,0.032,1,"FCGR3A+ Mono","chr2-240146883-240147586"
"chr8-22907478-22907974",0.00607476378997232,0.550790301151698,0.15,0.011,1,"FCGR3A+ Mono","chr8-22907478-22907974"
"chr14-52766397-52766864",0.00607717067706073,0.517255748251798,0.15,0.012,1,"FCGR3A+ Mono","chr14-52766397-52766864"
"chr6-6751831-6752308",0.00608511799219038,0.543626965841159,0.15,0.011,1,"FCGR3A+ Mono","chr6-6751831-6752308"
"chr2-85955912-85956695",0.00608589890397792,0.519989845748056,0.25,0.043,1,"FCGR3A+ Mono","chr2-85955912-85956695"
"chr1-161688468-161689068",0.00609818336684018,0.553076621848651,0.15,0.022,1,"FCGR3A+ Mono","chr1-161688468-161689068"
"chr6-157010737-157011240",0.00610230549926208,0.549909769479045,0.15,0.016,1,"FCGR3A+ Mono","chr6-157010737-157011240"
"chr19-19538909-19539455",0.00610908050848125,0.52559751135198,0.15,0.012,1,"FCGR3A+ Mono","chr19-19538909-19539455"
"chr17-28283259-28283692",0.00611707413095171,0.547434627334245,0.15,0.011,1,"FCGR3A+ Mono","chr17-28283259-28283692"
"chr18-43588819-43590140",0.0061204605429833,0.506589550070546,0.35,0.09,1,"FCGR3A+ Mono","chr18-43588819-43590140"
"chr10-104435777-104436464",0.00612863800231794,0.535428998100447,0.25,0.046,1,"FCGR3A+ Mono","chr10-104435777-104436464"
"chr12-105042512-105044241",0.00613906206987956,0.509853790197027,0.35,0.081,1,"FCGR3A+ Mono","chr12-105042512-105044241"
"chr15-75445332-75447321",0.00614017858814037,0.50654180247834,0.3,0.078,1,"FCGR3A+ Mono","chr15-75445332-75447321"
"chr2-46005328-46006173",0.00614100004664193,0.520966382311912,0.25,0.04,1,"FCGR3A+ Mono","chr2-46005328-46006173"
"chr8-38647171-38648650",0.0061436713284948,0.534373859328491,0.2,0.038,1,"FCGR3A+ Mono","chr8-38647171-38648650"
"chr9-86263962-86264482",0.00616699037994146,0.518526080338569,0.2,0.03,1,"FCGR3A+ Mono","chr9-86263962-86264482"
"chr6-116636025-116636458",0.00616724967659275,0.516915493667359,0.15,0.014,1,"FCGR3A+ Mono","chr6-116636025-116636458"
"chr16-27282832-27283245",0.00619436555610356,0.520308981734424,0.15,0.013,1,"FCGR3A+ Mono","chr16-27282832-27283245"
"chr2-88993423-88993839",0.00619891825668451,0.507136335967028,0.1,0.007,1,"FCGR3A+ Mono","chr2-88993423-88993839"
"chr10-64425978-64426450",0.00620722979430423,0.534479800109792,0.15,0.016,1,"FCGR3A+ Mono","chr10-64425978-64426450"
"chr9-80549809-80551378",0.00621011351574036,0.536293425527553,0.25,0.049,1,"FCGR3A+ Mono","chr9-80549809-80551378"
"chr16-22364349-22365516",0.00621038045324486,0.518761861125322,0.25,0.051,1,"FCGR3A+ Mono","chr16-22364349-22365516"
"chr17-21306974-21317299",0.00621100157669508,0.528661604755038,0.25,0.038,1,"FCGR3A+ Mono","chr17-21306974-21317299"
"chr17-25962395-25962918",0.00622161803523052,0.545862111043358,0.2,0.025,1,"FCGR3A+ Mono","chr17-25962395-25962918"
"chr3-48570003-48570533",0.00623263854674399,0.540520647879741,0.2,0.032,1,"FCGR3A+ Mono","chr3-48570003-48570533"
"chr3-71678513-71679506",0.00623873403526452,0.525825992944268,0.25,0.053,1,"FCGR3A+ Mono","chr3-71678513-71679506"
"chr12-7695288-7695901",0.00624724671109025,0.533627243503869,0.2,0.032,1,"FCGR3A+ Mono","chr12-7695288-7695901"
"chr6-28902167-28902906",0.00626794768918516,0.506929419782628,0.3,0.062,1,"FCGR3A+ Mono","chr6-28902167-28902906"
"chr16-53515912-53516884",0.00627747207695046,0.518075569600931,0.3,0.072,1,"FCGR3A+ Mono","chr16-53515912-53516884"
"chr22-45216476-45216831",0.00627790745081201,0.505630013590895,0.1,0.005,1,"FCGR3A+ Mono","chr22-45216476-45216831"
"chr6-11770621-11771601",0.00628593075267933,0.517063969607985,0.3,0.067,1,"FCGR3A+ Mono","chr6-11770621-11771601"
"chr8-22810875-22811577",0.00628593808652786,0.547069747831456,0.2,0.029,1,"FCGR3A+ Mono","chr8-22810875-22811577"
"chr18-68096298-68097575",0.00629106600171122,0.537432219283729,0.2,0.026,1,"FCGR3A+ Mono","chr18-68096298-68097575"
"chr9-88973967-88974817",0.00629497514662457,0.541481601389475,0.25,0.04,1,"FCGR3A+ Mono","chr9-88973967-88974817"
"chr3-112536700-112537731",0.00630809536743468,0.528264701524607,0.2,0.039,1,"FCGR3A+ Mono","chr3-112536700-112537731"
"chr6-71753603-71754002",0.00632685274523455,0.538533375835771,0.15,0.013,1,"FCGR3A+ Mono","chr6-71753603-71754002"
"chr13-52173940-52174538",0.00632814546292177,0.535001645299707,0.15,0.014,1,"FCGR3A+ Mono","chr13-52173940-52174538"
"chr20-9496318-9497367",0.00633399940779636,0.538325055242244,0.15,0.018,1,"FCGR3A+ Mono","chr20-9496318-9497367"
"chr8-37773477-37774161",0.00634008702848306,0.525276038511998,0.2,0.03,1,"FCGR3A+ Mono","chr8-37773477-37774161"
"chr15-91065398-91065851",0.00634901209959524,0.526875229075804,0.15,0.015,1,"FCGR3A+ Mono","chr15-91065398-91065851"
"chr17-40736874-40737690",0.00635236842961646,0.538416514173783,0.2,0.027,1,"FCGR3A+ Mono","chr17-40736874-40737690"
"chr1-241705422-241706048",0.00635984411244978,0.537191687463632,0.25,0.038,1,"FCGR3A+ Mono","chr1-241705422-241706048"
"chr13-44817334-44817829",0.00636167590911619,0.543552485627923,0.15,0.019,1,"FCGR3A+ Mono","chr13-44817334-44817829"
"chr2-145131826-145132281",0.00637126898112903,0.525069332698702,0.15,0.012,1,"FCGR3A+ Mono","chr2-145131826-145132281"
"chr8-134090112-134090745",0.00638483087243868,0.536804252299585,0.25,0.045,1,"FCGR3A+ Mono","chr8-134090112-134090745"
"chr16-88476664-88476856",0.00638754115077403,0.535062355403495,0.1,0.008,1,"FCGR3A+ Mono","chr16-88476664-88476856"
"chr1-192131130-192131692",0.00640268679866539,0.52793373746726,0.15,0.015,1,"FCGR3A+ Mono","chr1-192131130-192131692"
"chr3-16917489-16918151",0.00640301794312779,0.553109226457455,0.2,0.031,1,"FCGR3A+ Mono","chr3-16917489-16918151"
"chr14-62070394-62070986",0.00641289376066921,0.537879761550859,0.2,0.03,1,"FCGR3A+ Mono","chr14-62070394-62070986"
"chr20-18257366-18257830",0.0064132506402919,0.510022410994566,0.15,0.014,1,"FCGR3A+ Mono","chr20-18257366-18257830"
"chr19-16347617-16348090",0.00642154262552187,0.549266219774434,0.15,0.014,1,"FCGR3A+ Mono","chr19-16347617-16348090"
"chr12-65690241-65690701",0.00643233418585605,0.532898255374098,0.15,0.014,1,"FCGR3A+ Mono","chr12-65690241-65690701"
"chr20-35893436-35893957",0.0064407115993242,0.547766869668954,0.15,0.018,1,"FCGR3A+ Mono","chr20-35893436-35893957"
"chr16-48467719-48469197",0.006441139729885,0.536495802355307,0.2,0.031,1,"FCGR3A+ Mono","chr16-48467719-48469197"
"chr2-228228516-228228811",0.00646285888489041,0.506531048596351,0.1,0.006,1,"FCGR3A+ Mono","chr2-228228516-228228811"
"chr17-62070071-62071546",0.00648298264794825,0.50779501110745,0.2,0.028,1,"FCGR3A+ Mono","chr17-62070071-62071546"
"chr18-45427864-45428720",0.00648691977354618,0.526858952637956,0.2,0.035,1,"FCGR3A+ Mono","chr18-45427864-45428720"
"chr8-37247947-37248395",0.00648773039817599,0.528512992021711,0.15,0.017,1,"FCGR3A+ Mono","chr8-37247947-37248395"
"chr5-179192333-179192865",0.00649181807343824,0.539392390425469,0.15,0.02,1,"FCGR3A+ Mono","chr5-179192333-179192865"
"chr6-42900698-42901406",0.0064993552974736,0.528427244075384,0.25,0.041,1,"FCGR3A+ Mono","chr6-42900698-42901406"
"chr12-8771572-8772419",0.00650010938523682,0.517288331300919,0.3,0.066,1,"FCGR3A+ Mono","chr12-8771572-8772419"
"chr8-97294928-97296379",0.00650613662404931,0.520874052095529,0.3,0.055,1,"FCGR3A+ Mono","chr8-97294928-97296379"
"chr12-11819987-11820533",0.0065164902128711,0.539603415549196,0.2,0.026,1,"FCGR3A+ Mono","chr12-11819987-11820533"
"chr2-145198534-145199236",0.00653257893206098,0.540934686445884,0.2,0.021,1,"FCGR3A+ Mono","chr2-145198534-145199236"
"chr12-49624413-49625274",0.00653596916582475,0.51078711003759,0.4,0.08,1,"FCGR3A+ Mono","chr12-49624413-49625274"
"chrX-70272862-70273462",0.00654323750714278,0.523465241752413,0.15,0.014,1,"FCGR3A+ Mono","chrX-70272862-70273462"
"chr12-111298615-111298981",0.00654665959386467,0.53614684839398,0.15,0.013,1,"FCGR3A+ Mono","chr12-111298615-111298981"
"chr7-80399944-80400491",0.00655709596534413,0.5355905764506,0.15,0.017,1,"FCGR3A+ Mono","chr7-80399944-80400491"
"chr3-72522585-72522758",0.00658856945931575,0.506077586094705,0.1,0.004,1,"FCGR3A+ Mono","chr3-72522585-72522758"
"chr17-40287601-40288362",0.00662125991735613,0.536995634830383,0.2,0.028,1,"FCGR3A+ Mono","chr17-40287601-40288362"
"chr1-186797595-186799554",0.00662982107470174,0.506641232023506,0.35,0.067,1,"FCGR3A+ Mono","chr1-186797595-186799554"
